contig	numParameters	likelihood
c004305p	23	-3717.553130
c004308	19	-2813.467049
c004310	11	-8998.265708
c004313m	19	-3689.917758
c004313p	17	-3253.191469
c004315	17	-7724.621937
c004316	9	-2517.594740
c004318	19	-9991.407530
c004324	9	-5548.659737
c004325	19	-5573.520857
c004327	11	-4301.354519
c004330p	9	-1714.190543
c004331	13	-3708.340311
c004332	13	-5820.825916
c004335	31	-513.289954
c004336m	31	-4867.147089
c004337	13	-6544.923016
c004338	15	-8515.038203
c004339	15	-8075.498166
c004342	19	-4783.593702
c004343	19	-5679.763523
c004344	17	-7941.189592
c004346	17	-2946.925370
c004347	11	-4468.689555
c004349	11	-11668.396441
c004350	21	-2177.118155
c004353	13	-7791.313073
c004354	17	-5969.382506
c004358	19	-15464.777221
c004362	11	-5832.483700
c004366	19	-5375.792811
c004368	19	-7285.677772
c004369	9	-6498.843273
c004370	13	-5066.338961
c004371	13	-11804.769127
c004375	11	-5076.892239
c004379	21	-5329.414312
c004382	17	-5935.525882
c004384	15	-6386.337947
c004385	13	-8388.219259
c004387	21	-6610.809581
c004388	19	-5300.432404
c004389	21	-6351.099206
c004390	15	-6624.632685
c004393	13	-6917.255737
c004394	13	-7235.292406
c004395	23	-11120.745430
c004396	27	-4538.309792
c004397	17	-6093.106854
c004398	13	-3745.860561
c004401	19	-7220.508734
c004403p	19	-5615.398910
c004404	17	-11748.567177
c004405	33	-3764.029743
c004406	11	-4096.573697
c004408	13	-8394.789801
c004409p	25	-2142.997152
c004411	11	-10080.169256
c004413	29	-3565.932861
c004416	13	-7121.660033
c004420	21	-6010.050150
c004423	11	-1985.014286
c004425m	29	-3178.684678
c004425p	9	-5200.974075
c004427	15	-7609.676090
c004429	9	-5899.394961
c004431	11	-5174.818903
c004432m	21	-5106.356678
c004433	9	-3958.578539
c004434	9	-7103.323660
c004435m	11	-3115.186294
c004435p	9	-1731.654615
c004437	15	-3705.891984
c004438	11	-5054.846174
c004440m	11	-4440.631845
c004441	9	-6986.069505
c004442	25	-2764.630692
c004443	9	-6064.171571
c004444	21	-7554.573629
c004445	11	-4869.814547
c004449m	29	-4533.914563
c004449p	25	-2317.941858
c004450	17	-4598.883022
c004453	25	-6299.950222
c004455	19	-5410.398107
c004456	11	-3707.553209
c004460	13	-6643.679394
c004463	13	-7081.112807
c004464	15	-6257.367651
c004465	19	-6023.121468
c004466	13	-912.202367
c004468	17	-9767.971019
c004470	11	-10277.640643
c004474	9	-4649.916890
c004475	9	-4264.698248
c004476m	21	-3839.559594
c004476p	11	-4742.894533
c004478p	25	-5295.517991
c004481	13	-3522.570005
c004484	15	-3429.104051
c004485	17	-10162.590450
c004486	21	-5197.474917
c004488	13	-3826.978796
c004489	11	-6110.765907
c004490m	29	-1547.893377
c004490p	17	-3455.410557
c004492	11	-6246.524002
c004493	23	-10182.166350
c004494	19	-5483.128150
c004496	15	-4859.008448
c004499m	27	-2650.253042
c004499p	9	-3023.584496
c004501	19	-13564.396189
c004502	11	-6396.420761
c004504	13	-1388.441058
c004506	15	-9117.889097
c004507	13	-7520.944412
c004508m	15	-3841.196945
c004510	9	-1972.289466
c004511	13	-4532.013425
c004513	15	-7929.282384
c004517	11	-3887.689836
c004523	17	-3164.801036
c004528	9	-3754.234989
c004531	19	-8891.533976
c004532	11	-4214.255458
c004536	13	-3988.263986
c004542	15	-9493.110740
c004543m	35	-1890.430020
c004543p	31	-2222.574851
c004544	27	-3686.747041
c004554m	17	-4037.077953
c004557m	13	-5588.082584
c004559	11	-5140.195726
c004560	15	-7715.869477
c004562	9	-6670.732073
c004565	9	-8230.605318
c004568	13	-5782.197093
c004570m	31	-1992.208171
c004570p	11	-5937.481615
c004576	19	-12333.757784
c004578	9	-6481.934634
c004581p	19	-3156.422985
c004583	11	-1686.252902
c004585	13	-5849.724872
c004589	27	-1769.554361
c004590	13	-7463.513828
c004593	35	-2928.650808
c004596	11	-6852.015088
c004599	29	-927.460606
c004602	9	-9104.691047
c004608	25	-3526.282988
c004610	21	-7920.526749
c004612	17	-4230.714444
c004613	13	-9152.943858
c004616	15	-7848.685883
c004619	21	-3807.915934
c004620	17	-2851.350253
c004624m	21	-4118.922387
c004626	15	-3253.606730
c004627	13	-4806.428261
c004630p	19	-3511.786181
c004632	21	-8743.274629
c004634	9	-1694.811742
c004638	9	-6235.434859
c004639	9	-6404.236645
c004641	11	-8568.817162
c004642p	11	-2132.494074
c004646	17	-7167.941977
c004649m	17	-9825.379411
c004650	11	-3946.730141
c004660	19	-8723.477357
c004663	15	-3105.365156
c004665	15	-8244.651993
c004666m	21	-3393.674398
c004666p	23	-5061.944945
c004667	21	-3871.906390
c004669	21	-8603.445461
c004671	9	-7120.974307
c004681	17	-3091.942009
c004684m	37	-1621.888989
c004684p	13	-5629.935225
c004685p	21	-2191.072491
c004689	17	-5016.509349
c004691	11	-7963.415483
c004692	17	-6639.587192
c004693	15	-7496.748678
c004694	13	-4449.468443
c004699	9	-5246.151930
c004700	23	-4568.786202
c004701	17	-7155.369459
c004703	9	-5834.703215
c004706	13	-4041.916911
c004708	13	-4045.209148
c004709m	21	-6006.374147
c004709p	31	-3154.863918
c004710	13	-5046.282458
c004716	9	-6929.426958
c004718	13	-4676.198467
c004722	25	-1178.509099
c004723	9	-1273.422222
c004725	17	-8896.704261
c004726	21	-8108.919364
c004728	15	-3885.831427
c004729	9	-5108.798032
c004731	13	-7258.893267
c004732	17	-5566.230398
c004735p	21	-4270.169654
c004740m	17	-6230.134130
c004744p	19	-5744.200439
c004746	13	-3888.524542
c004749	11	-6555.574924
c004752	9	-5716.397754
c004753	13	-2469.873863
c004755	11	-4298.979178
c004756	13	-4320.286694
c004758	11	-6366.420211
c004760	15	-4908.671465
c004763	9	-4200.820688
c004764	15	-3854.919711
c004766	11	-7929.988130
c004767	15	-3433.164966
c004768m	25	-2241.958792
c004770	9	-5621.628148
c004773	13	-4989.211032
c004774	11	-4637.687145
c004777	19	-5465.129277
c004778m	25	-4753.221406
c004783	9	-6190.850128
c004786	11	-4038.498077
c004794m	27	-4402.601825
c004795	15	-8518.915302
c004797	11	-8123.900422
c004799	13	-6258.761417
c004800	17	-4675.137962
c004805	17	-9852.186612
c004810	17	-9988.065802
c004811	9	-7659.523964
c004812	23	-7061.623288
c004818m	31	-2641.787635
c004819	13	-7377.953452
c004821	17	-6276.232841
c004823	15	-7348.299130
c004825	23	-3540.081800
c004827m	19	-4519.172554
c004827p	25	-4872.084466
c004831	21	-11316.091040
c004833	11	-1223.195409
c004835	23	-12256.641735
c004836m	27	-5663.704525
c004836p	13	-3679.050645
c004838	13	-8248.545887
c004839	29	-2113.365894
c004840	15	-8483.881843
c004842	13	-5571.803916
c004843	19	-9620.175510
c004844	21	-3951.978693
c004846p	23	-6047.783575
c004849	17	-6219.056139
c004850	17	-8114.877310
c004851	15	-6268.867938
c004852m	13	-2188.673241
c004854	19	-3457.278260
c004857m	27	-3056.559236
c004857p	31	-6028.636014
c004858	9	-3405.127181
c004859	13	-6814.176237
c004860	17	-6100.063777
c004862	17	-11707.849783
c004863	15	-6736.255589
c004864m	31	-4043.624149
c004865	23	-8398.242698
c004866	9	-5190.887409
c004868	19	-7746.189142
c004870	13	-6474.880366
c004873	15	-5402.759419
c004877	15	-7019.575347
c004881p	15	-4128.476454
c004882m	19	-5769.002073
c004882p	17	-3123.165535
c004883	15	-2827.118971
c004888	13	-3665.314444
c004894	9	-3967.734423
c004895	11	-4268.230217
c004899	15	-5991.574502
c004900	27	-5338.364290
c004901	23	-7338.949672
c004903	15	-3608.073633
c004904	9	-5771.487391
c004905	15	-9758.315818
c004910	19	-3428.642781
c004915m	31	-1967.095750
c004918m	17	-4053.494494
c004920	23	-1563.289242
c004922	19	-6394.594464
c004923	17	-8662.442636
c004924	15	-2810.301690
c004925	9	-6798.581233
c004928m	19	-6520.155831
c004928p	19	-978.442331
c004930	15	-6073.549924
c004931	17	-9546.441758
c004932	23	-3535.457473
c004937	11	-8240.972013
c004940	13	-4864.280377
c004945	19	-6757.754922
c004946	17	-6199.420982
c004947	11	-7535.677217
c004954	17	-4502.001597
c004956	23	-6851.482576
c004960	23	-5587.816006
c004961	13	-6380.946073
c004967	11	-5242.032252
c004968	9	-4461.608844
c004970	15	-7473.043750
c004973	11	-6063.731497
c004975	9	-5294.876453
c004978	17	-7001.877906
c004980	15	-7223.540707
c004985	15	-10349.249070
c004986m	15	-4745.166858
c004986p	15	-2907.511973
c004987	19	-3625.354945
c004990m	29	-1506.419108
c004991	11	-4147.632966
c004992	19	-4806.850837
c004993	21	-10723.285618
c004996	13	-6801.930089
c004997	9	-6823.408762
c005001	15	-5327.260530
c005004m	9	-1571.222816
c005005	11	-8235.584993
c005006	15	-3917.060982
c005007	15	-10002.098789
c005012m	13	-3558.928675
c005014	9	-5448.254947
c005015	11	-7338.508334
c005017p	11	-5888.747393
c005018	13	-5242.164068
c005019	13	-2872.713287
c005021	15	-3167.443675
c005026	27	-8766.805396
c005028	11	-8675.851808
c005029	11	-9374.330053
c005032	11	-4281.015432
c005035	17	-5674.190628
c005036m	15	-3165.282637
c005036p	23	-1432.196964
c005040	17	-6024.242793
c005044	9	-3556.171481
c005046	25	-5846.504129
c005049	11	-4358.799561
c005050	9	-4639.225584
c005051	25	-5003.914643
c005052	9	-2901.909470
c005054	11	-4134.035093
c005055	11	-5009.419288
c005058	27	-5345.132412
c005060	13	-7002.064954
c005061	9	-7358.808508
c005062	15	-8089.643582
c005063	9	-6138.449159
c005067	19	-3253.723648
c005068	19	-6113.602713
c005069m	9	-1856.343660
c005074	17	-6467.717974
c005075	13	-6139.293092
c005077	21	-10126.235045
c005079	27	-5182.742896
c005084p	27	-3688.317587
c005093	13	-6892.505443
c005094	13	-5195.107595
c005095	11	-5314.073633
c005096	11	-4618.155921
c005098	23	-6015.781762
c005099m	23	-2976.243191
c005099p	17	-4000.196381
c005100	11	-5452.885117
c005103	11	-1649.282131
c005105	11	-3672.921657
c005106m	9	-671.662594
c005107	15	-4455.482188
c005109	21	-5956.548421
c005111	15	-7644.597662
c005113	11	-2677.264502
c005114m	15	-3112.606373
c005115	9	-4799.559115
c005119	9	-7424.976435
c005121	27	-7768.425733
c005125	19	-8294.231573
c005126	23	-6859.225541
c005129	9	-6625.710103
c005131p	15	-4171.442542
c005132	15	-2376.979880
c005133	19	-2760.434366
c005135	15	-1673.478363
c005137	9	-5904.165710
c005141	13	-8080.783140
c005142	21	-6157.110251
c005143	19	-8874.059381
c005144	13	-4378.012797
c005145	23	-4245.064657
c005146	31	-4483.492351
c005150	17	-1521.349038
c005151	17	-1544.100135
c005152	11	-5373.707859
c005153	9	-5676.510328
c005154	15	-5365.185170
c005155	15	-11116.522510
c005156	21	-6046.993417
c005158	9	-6885.196561
c005164	19	-6468.700049
c005167	11	-3645.128188
c005169m	11	-914.079392
c005169p	29	-4949.692029
c005170	9	-5052.127709
c005171	9	-4941.503401
c005172	9	-2540.177195
c005173	9	-4759.607978
c005175	25	-3931.529703
c005179	13	-3794.801407
c005180	19	-5751.440038
c005187	11	-3634.083116
c005188	13	-5118.526587
c005189	9	-3354.890921
c005190	21	-6700.281177
c005191	31	-1543.784545
c005193	13	-5523.478115
c005199	25	-9924.211850
c005200	19	-8646.679266
c005203m	29	-4766.082790
c005203p	11	-3737.691990
c005204	11	-2360.923387
c005205m	9	-1558.168345
c005205p	17	-5443.737781
c005206	21	-7124.888762
c005210	11	-3909.156864
c005211	21	-4682.252896
c005216	23	-3331.766895
c005217	13	-2460.629616
c005218	17	-5402.477844
c005221	13	-4468.422715
c005222p	13	-1703.115924
c005225	11	-7993.474649
c005226	25	-6130.360129
c005227	35	-3306.678326
c005229	9	-3314.883358
c005230	11	-3656.556728
c005231	11	-5942.500928
c005232	13	-9401.155997
c005233	13	-5375.756140
c005234m	13	-3780.676102
c005236	15	-5931.489429
c005240	29	-6409.699495
c005241	17	-6212.962385
c005242	11	-8171.461680
c005243m	25	-1967.938794
c005250	15	-3729.240681
c005254	13	-8451.644480
c005256	21	-9624.587627
c005261	11	-6065.409575
c005263	9	-8695.106633
c005270	13	-6961.673725
c005271	11	-6555.529255
c005272	17	-8737.722457
c005273	17	-8407.368598
c005274	13	-1492.771979
c005276	13	-7980.909591
c005277	17	-4309.005419
c005281	27	-2509.959771
c005282	25	-6535.978072
c005284	13	-3941.094949
c005286	9	-4669.594591
c005289	15	-6662.206596
c005296	11	-1645.979246
c005298	17	-6770.487444
c005299	11	-7352.375914
c005302	13	-3502.404073
c005305	13	-2089.058953
c005308	9	-5182.087406
c005311	13	-7578.436750
c005312	17	-6581.385419
c005313	11	-8229.509036
c005315	17	-3470.416148
c005316	13	-4296.000982
c005320	15	-3659.817143
c005323	11	-2247.616662
c005324	9	-4455.356675
c005326	11	-1972.448485
c005329	13	-6965.362207
c005330	9	-4744.535049
c005331	13	-4636.401075
c005332	13	-8391.247853
c005333	15	-3668.970740
c005337	21	-10022.128534
c005339	13	-5500.886431
c005345	15	-9522.633153
c005346	19	-6342.305710
c005354m	23	-5276.142718
c005356	23	-2461.907633
c005358	13	-3302.642928
c005361	21	-6071.333620
c005365	17	-8960.409522
c005367	9	-4411.078360
c005370	9	-7434.321368
c005371	11	-7518.232935
c005372	11	-3270.904543
c005373	9	-3560.841036
c005374	25	-9335.052496
c005375	9	-3745.043972
c005376	11	-2567.463394
c005378	13	-4761.804924
c005379	15	-5797.409465
c005383	31	-5851.412418
c005384	15	-2491.656523
c005386	13	-1698.185235
c005387	11	-3722.441892
c005389	13	-5147.094726
c005391	33	-1634.835663
c005392	15	-5149.985134
c005394	21	-6499.067853
c005400	13	-3808.589415
c005402	9	-3051.786028
c005407	9	-5866.036824
c005410p	19	-3195.160956
c005412	19	-6187.308640
c005415	9	-1123.993710
c005416	11	-2358.905609
c005418	39	-2434.640323
c005420	17	-2985.627197
c005421	11	-2966.182764
c005423	17	-8286.427551
c005424	11	-5876.367260
c005431	17	-9544.884020
c005432	17	-8072.658916
c005434	27	-4100.512898
c005436	9	-2140.110575
c005437	21	-3413.764856
c005438	13	-4146.901081
c005439	23	-5992.789668
c005440	19	-7570.407803
c005444	17	-6378.586126
c005445	11	-5265.566590
c005447	11	-2363.311132
c005448	11	-6017.460480
c005449	21	-6340.069122
c005451	13	-5764.154754
c005454	11	-1900.515987
c005455	17	-5315.437417
c005456	17	-4338.083798
c005457	13	-4578.604352
c005459	13	-8020.636260
c005461	21	-5017.075436
c005462	17	-8790.985365
c005463	9	-5182.833348
c005465m	25	-3364.639937
c005465p	13	-6724.976516
c005468	13	-3696.447519
c005471	17	-5911.462977
c005472	21	-4226.989336
c005473	15	-2985.170073
c005474p	13	-2325.206939
c005475	17	-5423.711540
c005477m	21	-2328.619968
c005478	13	-798.595577
c005481	9	-5111.830515
c005483	19	-9656.705776
c005484m	9	-1680.587755
c005486	15	-924.580610
c005489	11	-7429.059046
c005490	17	-2269.372445
c005492	15	-4195.703493
c005493	9	-2436.992434
c005495	11	-4365.787629
c005497	13	-4160.165748
c005498	13	-5549.871229
c005499	15	-6004.939579
c005502	13	-3559.947368
c005503	13	-2550.766587
c005506	11	-4091.753422
c005507m	37	-988.705015
c005509	11	-3503.446884
c005510	17	-5674.438541
c005511	13	-9964.998146
c005515	19	-4361.434651
c005518p	25	-1713.867895
c005519	9	-1665.469921
c005524	11	-2829.546037
c005526	15	-6150.465032
c005527p	9	-2879.158977
c005528	19	-10159.950935
c005530	27	-3036.847543
c005533	9	-2953.548647
c005537	25	-7144.096974
c005539	15	-3625.643840
c005540	25	-3610.411170
c005544	11	-5574.947391
c005545	11	-5240.316375
c005547	15	-2073.295758
c005548	29	-4305.764460
c005551	9	-2029.048786
c005552	13	-2869.027186
c005553m	35	-3771.701717
c005553p	23	-2545.783497
c005558	13	-1955.286918
c005563	11	-4498.334066
c005564	9	-7268.652064
c005567	19	-5557.966557
c005570m	29	-3128.483883
c005573	23	-12122.874670
c005575	15	-7342.534545
c005578	11	-9982.738987
c005579	21	-5684.869237
c005580m	25	-3641.661937
c005580p	9	-1534.262333
c005582	17	-7283.519798
c005584	25	-2392.482110
c005585m	9	-2530.173603
c005585p	31	-3488.221106
c005587m	9	-3414.212603
c005588	27	-2601.947278
c005590	11	-4809.422746
c005596	17	-3041.315273
c005597	13	-4765.517903
c005599	15	-7128.670299
c005600p	27	-3509.500680
c005601	15	-4839.536342
c005602	21	-3288.215389
c005606	19	-3749.964615
c005607p	9	-1069.406002
c005609	11	-6835.206485
c005610	9	-5203.133416
c005613	15	-6572.688688
c005615	13	-6900.434168
c005616	9	-4343.283317
c005617	19	-7018.561251
c005620	15	-3346.177388
c005621	15	-6768.777065
c005625	15	-4626.279268
c005626	21	-7365.601059
c005632	21	-4034.565965
c005637	15	-4798.551191
c005638m	37	-1879.943585
c005642	17	-5745.346276
c005644	15	-5717.491411
c005645	9	-6727.107880
c005646	19	-4670.422682
c005648	19	-7099.068544
c005649m	9	-2595.565098
c005649p	19	-4034.511557
c005650	13	-3872.449143
c005654	13	-5584.630880
c005655	11	-4566.908526
c005657	11	-7876.335997
c005661	19	-3861.665548
c005664	19	-6876.389473
c005665	25	-4839.174657
c005670	19	-4930.156399
c005671m	21	-4791.827232
c005671p	25	-4967.906042
c005679	13	-3695.089323
c005683	11	-5726.872389
c005685	9	-2150.641711
c005690	21	-3793.710171
c005691	13	-6061.415797
c005692	13	-4269.793788
c005693m	29	-7996.219306
c005693p	33	-6266.302866
c005694m	21	-1524.950315
c005694p	21	-5851.181865
c005696p	33	-1539.702802
c005699	9	-4441.655784
c005703	19	-4717.377579
c005704	11	-6970.418715
c005708	13	-4960.868117
c005710	13	-5786.047653
c005712	15	-3197.065440
c005716	13	-5508.081472
c005721	23	-3421.991157
c005726	23	-6094.275251
c005727	13	-6809.137013
c005729	15	-7497.464049
c005731	25	-5148.453159
c005733	21	-8923.901970
c005736	19	-5217.225073
c005738	13	-3285.719372
c005741	27	-4294.222348
c005743	31	-5405.834008
c005745	11	-7996.618648
c005748	9	-2808.946242
c005749	15	-1903.357082
c005750	9	-3160.845577
c005752	13	-8570.420366
c005754	11	-9720.751654
c005755	23	-1184.047774
c005757	11	-2788.689349
c005759m	23	-2645.965622
c005764	27	-2602.571448
c005765	9	-3327.819277
c005767	17	-7405.962765
c005768	19	-7446.527037
c005769	13	-2147.715865
c005775	21	-5392.446270
c005777	17	-7859.667727
c005779	15	-7343.086153
c005780	11	-6933.320601
c005781	23	-4206.064700
c005788m	19	-2586.704183
c005790	11	-7555.614481
c005791	9	-4471.782423
c005793	15	-8768.926063
c005795	23	-6468.046979
c005797	13	-5983.856133
c005799	33	-1965.854965
c005800	15	-9246.717192
c005801	17	-5669.346386
c005802	11	-1722.333723
c005803	13	-4404.023878
c005807	15	-7028.097000
c005808	25	-5097.104460
c005809	19	-7942.128571
c005810	17	-7352.927780
c005812	15	-5477.070916
c005813	17	-4671.729761
c005815	15	-3267.584623
c005816	13	-7023.988913
c005818	17	-3259.088618
c005823p	13	-3150.656840
c005824	9	-3528.839988
c005825	13	-6550.404017
c005826	15	-6177.153219
c005827	15	-7986.231980
c005829	11	-6949.198158
c005831	23	-5604.265226
c005832	23	-3866.695176
c005833m	25	-1163.330043
c005833p	19	-1186.479046
c005834m	37	-1686.965670
c005834p	11	-6021.924923
c005836	33	-3732.916728
c005840	15	-3966.847847
c005844	11	-3971.141997
c005847	11	-5919.710359
c005850	9	-3948.052077
c005851	15	-6896.436984
c005852p	11	-1993.879545
c005860	15	-5007.058773
c005861	13	-3550.688920
c005862	9	-1897.229742
c005864m	9	-1837.544541
c005864p	13	-2275.782912
c005865	31	-3976.182621
c005866	13	-6670.750246
c005867	19	-4756.502882
c005870	17	-3029.962782
c005871	15	-3177.037469
c005872	9	-2135.540969
c005876	23	-10938.007448
c005877	11	-2832.303977
c005878	17	-7881.448638
c005879	21	-7904.585935
c005882	13	-7045.418264
c005883	11	-6766.768828
c005894	17	-3617.926648
c005895	17	-6836.255419
c005898m	27	-1307.410759
c005900m	13	-1155.068662
c005900p	25	-1982.174512
c005902	11	-4266.850748
c005905	19	-7839.660370
c005906	11	-5219.860609
c005912	17	-3605.677063
c005916	19	-2759.820208
c005918	11	-4794.695836
c005919m	19	-6002.832228
c005919p	35	-2092.378802
c005922	13	-4683.565718
c005923	19	-5984.800671
c005935	21	-3434.121526
c005938	13	-5302.001742
c005939	23	-3352.401828
c005943	19	-4928.560510
c005944	11	-3976.466044
c005946p	11	-2782.966069
c005948	11	-3781.856917
c005949	17	-4768.087178
c005951	17	-10557.220651
c005952	15	-9398.450054
c005954	15	-6172.985483
c005955	13	-3561.721335
c005956	15	-9043.751706
c005957m	9	-1862.858739
c005957p	9	-1151.439143
c005959	13	-5142.122737
c005961	9	-2367.862606
c005963	25	-7850.163557
c005964	13	-5182.380325
c005965	17	-4482.656929
c005966	15	-5285.356705
c005967	23	-6841.913706
c005969	11	-3169.799717
c005970	13	-5632.811859
c005971	21	-1770.128488
c005972	17	-8889.955489
c005977	9	-4207.525205
c005978	9	-6109.818808
c005979	15	-9086.538346
c005980	9	-1752.230986
c005982	31	-3079.581601
c005984	9	-4649.676743
c005990	25	-6154.259920
c005991	19	-6783.302150
c005992	23	-5417.172453
c005993	15	-2832.861072
c005994	15	-3872.123818
c005995m	11	-3057.861087
c005996	11	-1794.176074
c005997	29	-5424.565032
c005999	19	-7723.793086
c006000	23	-10309.900332
c006002	17	-5130.859345
c006006	11	-3742.181563
c006007p	35	-4396.768218
c006008	19	-6274.742417
c006010	9	-4095.030872
c006011	11	-6893.924307
c006014	17	-10115.654884
c006015	11	-4263.725397
c006016	15	-5068.828330
c006017	11	-6215.882858
c006018	13	-5055.439954
c006020	11	-5167.812877
c006021	17	-5588.268768
c006022	21	-5846.219156
c006026	19	-4953.496150
c006030m	19	-4647.638116
c006030p	11	-3308.017292
c006032	13	-9779.796564
c006036	13	-6518.678329
c006037	15	-8614.076286
c006038	17	-7406.108243
c006041	13	-4729.819089
c006043	15	-6394.705422
c006044	15	-7324.547452
c006047	17	-5822.910978
c006048	17	-4703.478588
c006049	15	-9454.724628
c006051	11	-4899.185896
c006052	19	-3971.956247
c006054m	21	-4087.874302
c006054p	23	-1941.658531
c006057	11	-4983.699083
c006060	9	-3773.947636
c006065	19	-6225.914501
c006067	9	-4276.229817
c006068	9	-3216.333131
c006070	15	-3450.864797
c006076	19	-5541.324492
c006077	11	-3052.683968
c006078	11	-5550.668834
c006079	15	-5404.399791
c006081	9	-5712.966739
c006082	13	-7726.560967
c006087	11	-4246.959904
c006090	9	-1345.964739
c006091	17	-4023.220354
c006092p	17	-2339.310264
c006096	9	-2075.846504
c006100	13	-3715.565700
c006104	29	-4693.300937
c006106	17	-3943.107651
c006108	9	-6325.856663
c006111	13	-5227.587854
c006112	15	-4276.280627
c006115	15	-5635.393996
c006116	27	-1974.441975
c006117	27	-7280.186653
c006118	27	-8334.149346
c006121	13	-5522.095861
c006125	11	-8276.604408
c006128	11	-4639.761837
c006129p	11	-1852.688193
c006131	11	-3417.057847
c006133	23	-1592.536083
c006135	13	-6308.395474
c006137	21	-5945.157047
c006143	19	-6347.659640
c006145	15	-6572.193271
c006146	11	-6626.987425
c006147	13	-2678.037177
c006149	13	-5047.487878
c006151	19	-3961.680664
c006153m	15	-3465.111296
c006154	27	-3591.535491
c006155	25	-5166.283140
c006156	11	-3208.029287
c006157	19	-4747.256694
c006158m	21	-6729.650154
c006163	11	-2819.684581
c006166	11	-3363.035002
c006167	9	-4121.401596
c006168	9	-5043.265837
c006169	17	-4269.808500
c006173	15	-10389.354963
c006176	9	-1929.995113
c006177	11	-6616.091242
c006180	15	-5886.149947
c006181	21	-5721.201826
c006182	21	-5840.232433
c006184m	23	-5746.744731
c006184p	33	-1763.091142
c006186	13	-4763.009708
c006187	11	-3382.886995
c006188	11	-2979.488626
c006189	17	-8617.890071
c006191	19	-9846.775994
c006192	23	-1730.057144
c006194	15	-7014.488496
c006199	17	-7201.917501
c006200	19	-6109.050235
c006202	17	-4615.580253
c006203m	9	-819.640727
c006203p	31	-6295.322999
c006206	15	-3359.280067
c006207	15	-7431.147335
c006209	25	-5889.995219
c006210	11	-10137.707711
c006212	17	-3984.770798
c006215	19	-5720.277417
c006217	13	-7846.846074
c006219	13	-7582.665227
c006223	21	-4557.295610
c006224	15	-5785.795089
c006229	19	-3829.094293
c006231	13	-3789.679234
c006232	21	-5402.108680
c006236	15	-5702.518139
c006237	21	-8412.201383
c006239	15	-7096.827178
c006240	13	-5001.186602
c006241	19	-7850.231907
c006244	19	-2621.678821
c006245	13	-2489.070937
c006247	17	-4122.063645
c006248m	21	-8370.711018
c006248p	29	-1384.372692
c006250	15	-5600.831260
c006251	21	-4925.804321
c006252	13	-6605.587516
c006253	11	-4621.038371
c006255	9	-2762.689597
c006256	25	-5623.200427
c006257	11	-3126.504764
c006258	9	-2603.348015
c006260	19	-8113.865499
c006261	35	-1827.594187
c006262	21	-5730.523917
c006265	9	-2929.146038
c006266	11	-4469.723581
c006269	9	-1417.812365
c006270	21	-5861.902550
c006272	9	-2699.452514
c006274	13	-5192.972896
c006279	23	-3430.195815
c006283	15	-4078.593623
c006285	11	-2313.652603
c006287	13	-5862.068502
c006288	17	-5486.101257
c006289	21	-1534.547790
c006290	21	-6555.885944
c006293	31	-4036.557073
c006296p	15	-4711.526387
c006301	11	-3967.275788
c006303	19	-6715.746849
c006304	19	-3668.657664
c006307	9	-1273.950900
c006308	11	-3519.686497
c006309	11	-5338.699664
c006313	9	-3131.269448
c006317	27	-6454.511304
c006319	19	-9691.625940
c006321	9	-4842.533431
c006325	21	-11018.686479
c006327	13	-5473.839488
c006329	17	-7421.287350
c006332m	27	-1125.639671
c006333	27	-13047.507064
c006337m	17	-3030.204328
c006338	13	-8530.424593
c006340	13	-4340.552174
c006342	9	-3731.584344
c006348	9	-3455.086251
c006351	11	-3414.900551
c006353	25	-4976.402462
c006356	11	-3917.528901
c006357	11	-5931.815741
c006359	13	-3863.990829
c006368	9	-907.186008
c006369	9	-2473.952145
c006370	13	-6046.462842
c006372	21	-6904.541994
c006374	13	-3300.232017
c006377	9	-5368.750720
c006378	15	-2551.750024
c006379	11	-4550.167638
c006382	15	-5054.122576
c006387	31	-4860.359514
c006391	13	-7703.213079
c006397	19	-4762.605496
c006398	15	-12456.813018
c006404	17	-6279.083079
c006405	9	-6113.323612
c006406	13	-6138.022105
c006408	13	-4620.632095
c006410m	25	-2779.872348
c006410p	11	-2843.115631
c006411	15	-2902.181117
c006417	11	-3289.785436
c006418	19	-7994.835984
c006420	29	-1306.170100
c006423	11	-4318.332753
c006426	15	-5065.760351
c006427	27	-3398.049869
c006430	15	-7022.755955
c006431	11	-4314.458281
c006432	15	-6587.373843
c006433	25	-3376.752117
c006435	9	-2582.340464
c006437	11	-8116.234288
c006438	13	-5557.716435
c006440	35	-3844.229078
c006442	11	-5324.928154
c006444	27	-4127.476096
c006449	27	-6087.824036
c006451	13	-5582.301484
c006453	15	-5684.278526
c006454	9	-4980.978923
c006455	23	-6145.586373
c006457	11	-2499.715865
c006458	9	-5548.219573
c006460	17	-6876.940887
c006461	23	-7558.690624
c006463	15	-479.560983
c006464	15	-5749.617992
c006465	27	-3702.487142
c006468	15	-3395.587040
c006470	21	-6428.069274
c006471	11	-7328.355486
c006472	19	-4193.693526
c006474	31	-4009.842976
c006475	11	-2349.166883
c006476	9	-3488.249587
c006479	11	-4331.447580
c006481	23	-7692.230231
c006482	11	-6083.902806
c006485	17	-8206.617405
c006486	19	-2854.544454
c006489	11	-6717.432713
c006490	21	-7416.141608
c006491	17	-2382.285105
c006492	21	-5392.303076
c006494	23	-6126.091569
c006497m	17	-2871.885805
c006497p	15	-2190.831461
