contig	total	optimal	suboptimal	ambiguous	fop
c007713	138	18	120	0	0.130434782609
c007715	147	16	131	0	0.108843537415
c007717	703	99	604	0	0.140825035562
c001569m	259	45	214	0	0.173745173745
c017972	221	25	196	0	0.113122171946
c001569p	342	47	295	0	0.137426900585
c012166	209	36	173	0	0.172248803828
c012160	404	68	336	0	0.168316831683
c012162	454	77	363	14	0.169603524229
c029370p	185	21	164	0	0.113513513514
c019669	381	45	332	4	0.11811023622
c024900	196	26	168	2	0.132653061224
c024904	215	40	169	6	0.186046511628
c008387	473	48	425	0	0.101479915433
c008385	451	65	386	0	0.144124168514
c008383	605	73	532	0	0.120661157025
c008381	136	19	107	10	0.139705882353
c000573	1653	227	1426	0	0.137326073805
c000575	830	95	735	0	0.114457831325
c000577	1341	296	1045	0	0.220730797912
c031828	245	32	213	0	0.130612244898
c031826	197	28	169	0	0.142131979695
c031824	137	17	120	0	0.124087591241
c031820	92	9	83	0	0.0978260869565
c020308	160	24	136	0	0.15
c002832	1120	121	948	51	0.108035714286
c002834	980	149	831	0	0.152040816327
c019155	458	38	328	92	0.0829694323144
c019157	277	40	237	0	0.14440433213
c019151	286	29	257	0	0.101398601399
c048326	29	4	25	0	0.137931034483
c049459	106	16	90	0	0.150943396226
c018208	221	35	186	0	0.158371040724
c005408	541	64	472	5	0.118299445471
c005402	394	66	328	0	0.167512690355
c005400	458	67	391	0	0.146288209607
c005406	311	26	285	0	0.0836012861736
c004685p	285	40	245	0	0.140350877193
c028937	101	15	86	0	0.148514851485
c030392	157	20	137	0	0.127388535032
c028939	111	15	96	0	0.135135135135
c030390	139	14	125	0	0.10071942446
c009929	568	75	493	0	0.132042253521
c009925	152	18	134	0	0.118421052632
c009927	712	89	614	9	0.125
c009921	335	33	302	0	0.0985074626866
c009923	391	53	338	0	0.135549872123
c028339	160	12	148	0	0.075
c030886	135	22	113	0	0.162962962963
c030882	246	19	227	0	0.0772357723577
c030880	109	9	100	0	0.0825688073394
c003912p	121	16	91	14	0.132231404959
c004868	826	127	699	0	0.153753026634
c032987	113	13	100	0	0.115044247788
c004863	796	99	693	4	0.124371859296
c004861	400	49	351	0	0.1225
c004867	272	28	243	1	0.102941176471
c003881	910	101	809	0	0.110989010989
c037755	153	12	141	0	0.078431372549
c001134p	588	59	529	0	0.100340136054
c028143	322	48	270	4	0.149068322981
c001688p	564	73	491	0	0.129432624113
c024133	287	55	232	0	0.191637630662
c024131	188	20	168	0	0.106382978723
c024135	216	30	186	0	0.138888888889
c022923	248	25	223	0	0.100806451613
c008342	308	25	283	0	0.0811688311688
c008340	598	53	471	74	0.0886287625418
c008346	330	48	282	0	0.145454545455
c008344	316	40	276	0	0.126582278481
c021940	384	43	294	47	0.111979166667
c021944	180	21	159	0	0.116666666667
c021946	232	26	159	47	0.112068965517
c016472	155	8	147	0	0.0516129032258
c016476	404	44	360	0	0.108910891089
c016474	289	28	261	0	0.0968858131488
c025267	243	25	218	0	0.102880658436
c025261	243	35	206	2	0.144032921811
c025263	157	26	131	0	0.165605095541
c025269	217	23	191	3	0.10599078341
c023546	130	21	89	20	0.161538461538
c023544	135	19	116	0	0.140740740741
c023542	152	15	135	2	0.0986842105263
c023540	179	17	162	0	0.0949720670391
c001169p	482	60	341	81	0.124481327801
c019646m	122	25	97	0	0.204918032787
c034411	99	9	90	0	0.0909090909091
c034417	110	10	100	0	0.0909090909091
c011128	345	32	313	0	0.0927536231884
c011124	346	29	317	0	0.0838150289017
c011126	264	18	169	77	0.0681818181818
c011120	390	56	334	0	0.14358974359
c011122	251	32	219	0	0.127490039841
c017459	402	49	353	0	0.121890547264
c017451	289	50	239	0	0.173010380623
c017457	407	59	348	0	0.144963144963
c017455	184	27	157	0	0.146739130435
c009041m	107	9	98	0	0.0841121495327
c001369m	1244	206	948	90	0.165594855305
c004148	876	113	763	0	0.12899543379
c006332p	222	19	203	0	0.0855855855856
c000864	1650	203	1337	110	0.12303030303
c015750	524	69	441	14	0.131679389313
c015756	353	39	314	0	0.110481586402
c000865	1483	179	1304	0	0.120701281187
c005814	471	59	412	0	0.125265392781
c027314	112	15	97	0	0.133928571429
c027312	322	15	139	168	0.0465838509317
c027310	98	16	82	0	0.163265306122
c009519	398	38	338	22	0.0954773869347
c042404	106	12	94	0	0.11320754717
c001307p	441	60	381	0	0.136054421769
c053892	72	7	65	0	0.0972222222222
c014409	415	40	375	0	0.0963855421687
c014405	387	47	335	5	0.121447028424
c014407	221	25	196	0	0.113122171946
c014403	123	20	103	0	0.162601626016
c053729	67	9	58	0	0.134328358209
c053720	28	6	22	0	0.214285714286
c039900	63	11	52	0	0.174603174603
c039902	101	9	92	0	0.0891089108911
c020159	342	37	305	0	0.108187134503
c015120	460	56	400	4	0.121739130435
c015122	258	25	233	0	0.0968992248062
c007261	334	42	292	0	0.125748502994
c007263	233	28	205	0	0.12017167382
c007264	469	76	392	1	0.162046908316
c011944	434	59	375	0	0.135944700461
c007268	506	127	379	0	0.250988142292
c040319	58	9	49	0	0.155172413793
c008512	231	17	175	39	0.0735930735931
c021208	207	30	177	0	0.144927536232
c021206	230	22	208	0	0.095652173913
c021204	100	18	82	0	0.18
c021200	140	14	126	0	0.1
c047697	40	8	32	0	0.2
c046877	52	6	46	0	0.115384615385
c046870	58	7	51	0	0.120689655172
c019319	108	20	88	0	0.185185185185
c019315	296	45	251	0	0.152027027027
c019311	293	23	156	114	0.0784982935154
c041443	77	20	57	0	0.25974025974
c041449	118	7	102	9	0.0593220338983
c017022	140	24	116	0	0.171428571429
c005507m	64	12	52	0	0.1875
c006289	255	29	226	0	0.113725490196
c016336	91	12	71	8	0.131868131868
c016330	500	64	434	2	0.128
c016332	324	27	297	0	0.0833333333333
c000140	2566	322	2242	2	0.125487139517
c044346	134	21	113	0	0.15671641791
c000146	2616	198	1628	790	0.0756880733945
c039290	106	14	92	0	0.132075471698
c039294	73	11	62	0	0.150684931507
c002071m	440	50	390	0	0.113636363636
c004180m	104	10	94	0	0.0961538461538
c036541	127	13	114	0	0.102362204724
c036543	185	19	166	0	0.102702702703
c036547	95	10	75	10	0.105263157895
c005937	237	23	214	0	0.0970464135021
c005935	376	57	319	0	0.151595744681
c005933	897	133	764	0	0.148272017837
c005931	451	60	391	0	0.133037694013
c005939	289	39	250	0	0.134948096886
c022037	135	19	116	0	0.140740740741
c004630p	329	48	281	0	0.145896656535
c004630m	246	51	195	0	0.207317073171
c022039	279	43	236	0	0.154121863799
c029571	135	28	107	0	0.207407407407
c029574	157	30	127	0	0.191082802548
c029576	160	23	137	0	0.14375
c024335	116	19	97	0	0.163793103448
c024333	173	27	135	11	0.156069364162
c038659	104	9	91	4	0.0865384615385
c001855m	346	36	310	0	0.104046242775
c005231	543	71	472	0	0.130755064457
c033528	140	17	123	0	0.121428571429
c002562	997	110	862	25	0.110330992979
c002566	551	62	489	0	0.112522686025
c006670	548	74	474	0	0.13503649635
c006672	647	68	508	71	0.105100463679
c006674	699	76	623	0	0.108726752504
c013156	169	16	153	0	0.094674556213
c013154	251	41	210	0	0.163346613546
c013152	88	11	77	0	0.125
c013150	524	72	452	0	0.137404580153
c013158	357	64	293	0	0.179271708683
c020768	74	10	64	0	0.135135135135
c048826	116	8	108	0	0.0689655172414
c048822	77	12	65	0	0.155844155844
c010695p	530	46	227	257	0.0867924528302
c028360	139	22	117	0	0.158273381295
c008884	337	38	299	0	0.112759643917
c008887	273	32	240	1	0.117216117216
c000975m	326	46	280	0	0.141104294479
c008883	222	33	189	0	0.148648648649
c033384	173	27	146	0	0.156069364162
c032651	164	21	143	0	0.128048780488
c032653	110	21	89	0	0.190909090909
c032655	160	18	142	0	0.1125
c003611	315	31	284	0	0.0984126984127
c003614	1067	145	922	0	0.135895032802
c003616	1096	118	924	54	0.107664233577
c007509	781	74	531	176	0.0947503201024
c008739	617	83	534	0	0.134521880065
c007500	703	118	585	0	0.167852062589
c007502	609	66	541	2	0.108374384236
c007504	220	34	186	0	0.154545454545
c007506	483	60	421	2	0.124223602484
c011095	526	66	460	0	0.125475285171
c041877	118	10	91	17	0.0847457627119
c004258	754	96	634	24	0.127320954907
c004257	101	9	91	1	0.0891089108911
c004251	571	70	501	0	0.122591943958
c004253	389	66	323	0	0.169665809769
c005483	764	89	675	0	0.116492146597
c023039	99	15	84	0	0.151515151515
c023035	217	23	192	2	0.10599078341
c023031	157	14	142	1	0.0891719745223
c028469	247	33	214	0	0.133603238866
c005269	539	67	472	0	0.124304267161
c003619m	212	39	173	0	0.183962264151
c014250	131	20	111	0	0.152671755725
c014251	312	74	238	0	0.237179487179
c014252	121	10	111	0	0.0826446280992
c014253	434	63	342	29	0.145161290323
c014254	522	19	302	201	0.036398467433
c005260	156	21	135	0	0.134615384615
c005267	311	39	272	0	0.12540192926
c005266	796	124	672	0	0.155778894472
c005265	258	33	225	0	0.127906976744
c043011	63	5	58	0	0.0793650793651
c009068	202	24	178	0	0.118811881188
c009064	181	19	159	3	0.104972375691
c009066	559	66	493	0	0.118067978533
c009060	467	58	406	3	0.124197002141
c007590	308	20	149	139	0.0649350649351
c025840	267	14	136	117	0.0524344569288
c025842	122	28	94	0	0.229508196721
c005613	611	91	520	0	0.148936170213
c005616	582	74	508	0	0.127147766323
c005615	667	61	606	0	0.0914542728636
c020319	263	40	219	4	0.152091254753
c020317	250	31	195	24	0.124
c020315	359	50	309	0	0.139275766017
c020313	302	44	258	0	0.145695364238
c030926	115	13	102	0	0.113043478261
c006514p	295	43	252	0	0.145762711864
c018235	293	28	265	0	0.0955631399317
c049405	70	7	63	0	0.1
c029155	124	16	108	0	0.129032258065
c022110	95	11	79	5	0.115789473684
c024076	261	39	222	0	0.149425287356
c024071	149	17	132	0	0.114093959732
c015132	240	38	194	8	0.158333333333
c047456	119	13	106	0	0.109243697479
c015134	389	57	332	0	0.146529562982
c043342	139	18	121	0	0.129496402878
c043344	36	4	32	0	0.111111111111
c022027	390	49	341	0	0.125641025641
c022025	369	40	266	63	0.108401084011
c022029	66	7	59	0	0.106060606061
c002272p	341	37	304	0	0.108504398827
c023994	344	43	291	10	0.125
c023990	322	37	282	3	0.114906832298
c016537	344	36	268	40	0.104651162791
c016533	254	34	220	0	0.133858267717
c016530	472	60	397	15	0.127118644068
c016538	297	40	257	0	0.13468013468
c011087	543	61	482	0	0.112338858195
c014269	107	23	84	0	0.214953271028
c011080	479	63	413	3	0.131524008351
c014266	75	5	67	3	0.0666666666667
c014260	362	57	305	0	0.157458563536
c010979	177	18	159	0	0.101694915254
c010975	532	46	469	17	0.0864661654135
c010977	407	48	359	0	0.117936117936
c010971	187	22	165	0	0.117647058824
c010973	218	31	187	0	0.142201834862
c030513	97	11	86	0	0.113402061856
c016685	116	14	102	0	0.120689655172
c016687	301	52	249	0	0.172757475083
c016681	178	27	151	0	0.151685393258
c019037	178	17	161	0	0.0955056179775
c030517	156	21	135	0	0.134615384615
c010689	514	92	406	16	0.178988326848
c010682	236	28	207	1	0.118644067797
c010680	527	67	459	1	0.127134724858
c010685	437	63	374	0	0.144164759725
c054050	102	7	37	58	0.0686274509804
c017798	273	30	243	0	0.10989010989
c017796	196	15	181	0	0.0765306122449
c017790	133	21	112	0	0.157894736842
c017793	249	57	192	0	0.228915662651
c001068p	500	95	405	0	0.19
c001068m	809	114	695	0	0.140914709518
c011379	107	15	92	0	0.140186915888
c003066	973	113	771	89	0.116135662898
c011370	465	50	415	0	0.10752688172
c011372	336	52	284	0	0.154761904762
c010029	519	73	446	0	0.140655105973
c010027	148	23	125	0	0.155405405405
c031254	198	26	172	0	0.131313131313
c010023	423	49	374	0	0.115839243499
c010021	639	74	557	8	0.115805946792
c005486	117	20	97	0	0.17094017094
c017241	377	42	335	0	0.111405835544
c017247	448	76	372	0	0.169642857143
c015656	212	28	178	6	0.132075471698
c015654	176	19	157	0	0.107954545455
c015652	145	17	128	0	0.11724137931
c015650	186	15	171	0	0.0806451612903
c040908	119	13	106	0	0.109243697479
c015658	319	31	275	13	0.0971786833856
c050330	111	9	97	5	0.0810810810811
c050338	48	5	43	0	0.104166666667
c027505	335	46	289	0	0.137313432836
c029597	79	17	62	0	0.215189873418
c016370	51	9	42	0	0.176470588235
c042635	33	4	29	0	0.121212121212
c006079	582	81	501	0	0.139175257732
c006073	782	80	658	44	0.102301790281
c005485	879	105	774	0	0.119453924915
c006077	393	62	331	0	0.157760814249
c006075	513	51	462	0	0.0994152046784
c008681p	210	24	186	0	0.114285714286
c000663m	919	104	815	0	0.11316648531
c000720	679	86	593	0	0.126656848306
c000722	1493	175	1318	0	0.117213663764
c000727	1556	189	1353	14	0.12146529563
c046197	55	9	46	0	0.163636363636
c046191	106	12	94	0	0.11320754717
c046193	78	12	66	0	0.153846153846
c009890p	145	9	136	0	0.0620689655172
c044976	87	8	79	0	0.0919540229885
c044972	50	7	43	0	0.14
c015198	106	10	96	0	0.0943396226415
c046449	116	15	101	0	0.129310344828
c046440	116	16	100	0	0.137931034483
c008536	604	74	503	27	0.122516556291
c008530	351	54	297	0	0.153846153846
c008532	498	70	428	0	0.140562248996
c008538	786	100	683	3	0.127226463104
c019293	141	22	119	0	0.156028368794
c019291	89	10	75	4	0.112359550562
c019297	268	26	242	0	0.0970149253731
c019295	176	11	77	88	0.0625
c001858	542	76	466	0	0.140221402214
c019299	451	55	396	0	0.121951219512
c018748	87	8	79	0	0.0919540229885
c018746	92	16	76	0	0.173913043478
c018744	89	14	74	1	0.157303370787
c045627	121	16	102	3	0.132231404959
c011868	342	48	291	3	0.140350877193
c043549	124	14	110	0	0.112903225806
c047715	53	10	43	0	0.188679245283
c003518	424	44	380	0	0.103773584906
c047710	46	8	38	0	0.173913043478
c003511	858	94	764	0	0.109557109557
c003517	804	53	624	127	0.06592039801
c003515	843	97	746	0	0.115065243179
c043540	25	3	22	0	0.12
c021494m	198	25	173	0	0.126262626263
c011862	443	54	352	37	0.121896162528
c033811	202	25	177	0	0.123762376238
c023648	336	22	152	162	0.0654761904762
c000961p	616	78	538	0	0.126623376623
c003437m	285	40	245	0	0.140350877193
c017976	171	13	158	0	0.0760233918129
c017970	170	22	148	0	0.129411764706
c000659m	232	26	206	0	0.112068965517
c004989	460	65	333	62	0.141304347826
c032859	166	18	148	0	0.10843373494
c004980	545	62	483	0	0.11376146789
c004982	545	62	366	117	0.11376146789
c004984	371	37	287	47	0.099730458221
c032855	70	3	67	0	0.0428571428571
c006858	516	65	451	0	0.125968992248
c006851	283	34	249	0	0.120141342756
c006853	532	67	465	0	0.125939849624
c006856	598	75	491	32	0.125418060201
c036190	107	9	98	0	0.0841121495327
c023925	259	33	211	15	0.127413127413
c036198	188	19	169	0	0.101063829787
c045376	37	9	28	0	0.243243243243
c028501	144	17	127	0	0.118055555556
c028507	265	26	239	0	0.0981132075472
c028505	92	13	79	0	0.141304347826
c039085	164	13	151	0	0.0792682926829
c039087	66	12	54	0	0.181818181818
c003437p	246	54	192	0	0.219512195122
c047246	122	19	103	0	0.155737704918
c031504	135	21	114	0	0.155555555556
c031506	151	14	129	8	0.0927152317881
c031509	162	9	153	0	0.0555555555556
c039736	52	4	48	0	0.0769230769231
c039734	34	4	30	0	0.117647058824
c039730	74	12	62	0	0.162162162162
c015446	246	28	218	0	0.113821138211
c000898m	595	73	522	0	0.12268907563
c002271	306	45	261	0	0.147058823529
c053015	60	7	53	0	0.116666666667
c034130	140	24	116	0	0.171428571429
c034136	194	14	180	0	0.0721649484536
c001002	1527	189	1338	0	0.123772102161
c001000	1146	94	704	348	0.0820244328098
c001006	1498	196	1302	0	0.130841121495
c001009	637	96	541	0	0.150706436421
c008547m	308	38	240	30	0.123376623377
c034280	24	2	22	0	0.0833333333333
c034282	165	20	145	0	0.121212121212
c034288	95	7	88	0	0.0736842105263
c000836p	199	30	169	0	0.150753768844
c024507	333	22	174	137	0.0660660660661
c024503	339	41	287	11	0.120943952802
c024501	161	21	140	0	0.130434782609
c002275	1177	138	1034	5	0.117247238743
c024508	229	27	202	0	0.117903930131
c022624	185	34	151	0	0.183783783784
c022628	253	31	222	0	0.122529644269
c026141	293	40	253	0	0.136518771331
c026905	136	23	113	0	0.169117647059
c026140	211	46	165	0	0.218009478673
c026903	282	21	261	0	0.0744680851064
c026143	265	22	237	6	0.0830188679245
c033489	169	15	154	0	0.0887573964497
c033484	92	8	84	0	0.0869565217391
c026147	119	9	110	0	0.0756302521008
c013835	168	13	155	0	0.077380952381
c034860	101	12	89	0	0.118811881188
c008678	428	51	377	0	0.119158878505
c008676	392	48	312	32	0.122448979592
c008673	726	103	623	0	0.141873278237
c008671	480	52	356	72	0.108333333333
c029935	221	36	185	0	0.162895927602
c021986	191	17	137	37	0.0890052356021
c000637m	874	129	745	0	0.147597254005
c022599	284	41	243	0	0.144366197183
c022595	271	46	225	0	0.169741697417
c022593	88	9	79	0	0.102272727273
c023248	272	32	236	4	0.117647058824
c023244	237	31	206	0	0.130801687764
c032421	142	16	126	0	0.112676056338
c032425	220	24	157	39	0.109090909091
c032429	70	6	64	0	0.0857142857143
c022970	309	38	266	5	0.122977346278
c049929	79	8	71	0	0.101265822785
c014494	320	42	278	0	0.13125
c043920	88	10	78	0	0.113636363636
c004779	165	22	143	0	0.133333333333
c004773	587	76	511	0	0.129471890971
c004776	436	55	378	3	0.126146788991
c004774	446	55	391	0	0.12331838565
c027740	189	25	133	31	0.132275132275
c027744	21	1	20	0	0.047619047619
c020293	332	52	280	0	0.156626506024
c020291	231	37	194	0	0.160173160173
c020299	282	41	232	9	0.145390070922
c036956	37	7	30	0	0.189189189189
c021749	66	14	52	0	0.212121212121
c021743	119	10	109	0	0.0840336134454
c005799	142	18	124	0	0.12676056338
c009234	288	20	268	0	0.0694444444444
c009236	178	22	156	0	0.123595505618
c009230	608	97	511	0	0.159539473684
c005790	779	95	684	0	0.121951219512
c007591	146	23	123	0	0.157534246575
c014859	223	25	198	0	0.112107623318
c014854	215	25	190	0	0.116279069767
c014852	404	63	341	0	0.155940594059
c005025	706	84	622	0	0.118980169972
c005027	374	52	321	1	0.139037433155
c005021	508	78	430	0	0.153543307087
c005023	345	39	306	0	0.113043478261
c005028	815	95	720	0	0.116564417178
c046607	118	13	105	0	0.110169491525
c046603	88	18	70	0	0.204545454545
c042739	23	1	22	0	0.0434782608696
c016182	273	36	237	0	0.131868131868
c016180	199	12	164	23	0.0603015075377
c016187	436	53	380	3	0.121559633028
c016188	368	43	325	0	0.116847826087
c006001	348	46	302	0	0.132183908046
c017230	190	30	160	0	0.157894736842
c015074	347	39	308	0	0.112391930836
c043462	64	6	58	0	0.09375
c012860	314	29	285	0	0.0923566878981
c012862	460	79	381	0	0.171739130435
c012864	196	35	160	1	0.178571428571
c012866	413	53	360	0	0.128329297821
c016766	262	33	229	0	0.125954198473
c016764	452	62	390	0	0.137168141593
c016762	248	30	218	0	0.120967741935
c016760	234	28	206	0	0.119658119658
c016768	404	40	364	0	0.0990099009901
c008516	574	89	485	0	0.155052264808
c000718	1997	303	1694	0	0.151727591387
c036757	82	9	73	0	0.109756097561
c045956	41	5	36	0	0.121951219512
c014034	183	23	160	0	0.125683060109
c014036	77	13	64	0	0.168831168831
c014030	277	44	233	0	0.158844765343
c014032	201	30	171	0	0.149253731343
c010729	384	52	324	8	0.135416666667
c010725	416	74	342	0	0.177884615385
c010727	277	40	237	0	0.14440433213
c010721	115	12	103	0	0.104347826087
c010723	514	87	427	0	0.169260700389
c054156	36	5	31	0	0.138888888889
c047799	97	11	86	0	0.113402061856
c016070	494	76	418	0	0.153846153846
c001111	1082	168	914	0	0.155268022181
c000665p	956	108	848	0	0.112970711297
c030610	104	10	90	4	0.0961538461538
c030617	123	20	103	0	0.162601626016
c035227	51	6	43	2	0.117647058824
c035229	78	7	71	0	0.0897435897436
c019408	178	26	152	0	0.14606741573
c037976	15	3	12	0	0.2
c037972	68	11	57	0	0.161764705882
c017567	321	47	274	0	0.146417445483
c017563	140	12	128	0	0.0857142857143
c017561	145	21	124	0	0.144827586207
c003339	428	47	356	25	0.109813084112
c003333	434	37	397	0	0.0852534562212
c003331	709	94	615	0	0.132581100141
c003337	923	119	804	0	0.128927410618
c003335	725	130	595	0	0.179310344828
c039433	101	16	85	0	0.158415841584
c001799	618	71	537	10	0.114886731392
c023366	59	3	56	0	0.0508474576271
c001793	1404	179	1207	18	0.127492877493
c001790	1081	129	952	0	0.119333950046
c001794	1052	137	915	0	0.130228136882
c015847	251	30	221	0	0.119521912351
c015845	380	58	322	0	0.152631578947
c015843	449	57	392	0	0.126948775056
c015841	112	10	102	0	0.0892857142857
c015849	509	54	455	0	0.106090373281
c003082	778	119	659	0	0.152956298201
c003084	949	155	794	0	0.163329820864
c003089	418	62	356	0	0.148325358852
c007792	272	29	243	0	0.106617647059
c012479	216	22	194	0	0.101851851852
c007798	96	20	76	0	0.208333333333
c012475	553	54	491	8	0.0976491862568
c012473	93	10	83	0	0.10752688172
c012471	283	36	247	0	0.127208480565
c001296p	336	35	301	0	0.104166666667
c001599m	164	18	146	0	0.109756097561
c001296m	491	56	435	0	0.114052953157
c008656	511	78	433	0	0.152641878669
c029248	155	14	124	17	0.0903225806452
c029242	238	33	205	0	0.138655462185
c000681	1848	168	1496	184	0.0909090909091
c029245	256	40	216	0	0.15625
c038342	68	7	61	0	0.102941176471
c038348	102	15	87	0	0.147058823529
c004557p	282	39	243	0	0.13829787234
c006229	570	66	504	0	0.115789473684
c006223	480	85	395	0	0.177083333333
c006221	561	66	389	106	0.117647058824
c006227	224	40	184	0	0.178571428571
c006225	414	52	362	0	0.125603864734
c008306	591	63	528	0	0.106598984772
c008304	814	108	659	47	0.132678132678
c007170	373	64	309	0	0.171581769437
c008300	169	14	155	0	0.0828402366864
c008309	208	23	185	0	0.110576923077
c008653	292	36	256	0	0.123287671233
c019629	293	40	252	1	0.136518771331
c019627	134	15	119	0	0.111940298507
c019621	345	58	287	0	0.168115942029
c013878	441	48	393	0	0.108843537415
c013870	168	25	142	1	0.14880952381
c013872	366	43	323	0	0.117486338798
c013874	335	45	290	0	0.134328358209
c013876	215	22	193	0	0.102325581395
c013014	219	24	194	1	0.109589041096
c004490m	126	12	114	0	0.0952380952381
c054032	68	8	60	0	0.117647058824
c037128	91	16	75	0	0.175824175824
c005788p	417	25	148	244	0.0599520383693
c003648p	268	28	240	0	0.10447761194
c028585	275	33	242	0	0.12
c040737	73	11	62	0	0.150684931507
c040732	153	13	140	0	0.0849673202614
c004578	738	85	653	0	0.115176151762
c018287	92	10	82	0	0.108695652174
c018282	113	15	97	1	0.132743362832
c018280	332	28	304	0	0.0843373493976
c018288	391	43	348	0	0.109974424552
c033820	133	18	115	0	0.135338345865
c032953	182	17	165	0	0.0934065934066
c004128p	419	67	352	0	0.159904534606
c033826	116	14	102	0	0.120689655172
c036251	98	15	83	0	0.15306122449
c030554	222	23	192	7	0.103603603604
c030551	196	28	168	0	0.142857142857
c005226	358	49	309	0	0.13687150838
c005223	919	125	775	19	0.136017410229
c005220	455	67	388	0	0.147252747253
c005228	559	75	484	0	0.134168157424
c001840	942	124	818	0	0.131634819533
c004903	403	58	345	0	0.143920595533
c004907	894	115	777	2	0.128635346756
c004909	679	116	563	0	0.170839469809
c011874m	440	49	391	0	0.111363636364
c011874p	440	49	391	0	0.111363636364
c024715	169	24	145	0	0.14201183432
c024713	174	15	147	12	0.0862068965517
c024711	118	20	89	9	0.169491525424
c024719	122	17	105	0	0.139344262295
c003259	654	111	542	1	0.169724770642
c012693	195	25	118	52	0.128205128205
c011912m	144	16	121	7	0.111111111111
c001705m	471	49	422	0	0.104033970276
c022410	173	18	155	0	0.104046242775
c022416	105	17	88	0	0.161904761905
c022414	132	9	109	14	0.0681818181818
c026718	91	8	83	0	0.0879120879121
c026712	52	10	42	0	0.192307692308
c029983	270	40	230	0	0.148148148148
c015944	342	44	297	1	0.12865497076
c033147	118	17	101	0	0.14406779661
c033145	226	34	190	2	0.150442477876
c033148	121	17	104	0	0.140495867769
c010255	268	32	236	0	0.119402985075
c010253	384	35	305	44	0.0911458333333
c022664	166	14	152	0	0.0843373493976
c004670	713	80	539	94	0.112201963534
c042481	75	2	73	0	0.0266666666667
c042488	129	15	102	12	0.116279069767
c053819	23	5	18	0	0.217391304348
c053811	93	0	93	0	0.0
c027930	317	45	272	0	0.141955835962
c027935	129	17	112	0	0.131782945736
c020627	210	45	165	0	0.214285714286
c020625	378	49	329	0	0.12962962963
c020623	103	15	83	5	0.145631067961
c002798p	234	22	212	0	0.0940170940171
c009444	421	57	364	0	0.13539192399
c003355m	499	62	437	0	0.124248496994
c004638	746	83	663	0	0.111260053619
c004635	426	57	369	0	0.133802816901
c004633	802	121	681	0	0.150872817955
c004631	354	48	306	0	0.135593220339
c009409	198	20	178	0	0.10101010101
c009407	354	45	309	0	0.127118644068
c009402	387	48	339	0	0.124031007752
c009400	506	60	446	0	0.118577075099
c023511	238	27	211	0	0.113445378151
c012714	420	80	318	22	0.190476190476
c026037	193	18	175	0	0.0932642487047
c023515	237	13	102	122	0.0548523206751
c053108	104	10	94	0	0.0961538461538
c017175	237	33	204	0	0.139240506329
c012719	274	10	264	0	0.036496350365
c002575m	674	84	590	0	0.124629080119
c045459	51	4	47	0	0.078431372549
c017464	108	10	60	38	0.0925925925926
c017465	193	25	165	3	0.129533678756
c021286	288	46	242	0	0.159722222222
c021283	266	37	229	0	0.139097744361
c021281	305	46	259	0	0.150819672131
c015051	231	30	201	0	0.12987012987
c000734m	1303	192	1111	0	0.147352264006
c047167	30	4	26	0	0.133333333333
c047165	75	6	69	0	0.08
c047169	111	8	103	0	0.0720720720721
c022887	87	12	75	0	0.137931034483
c010180	239	33	206	0	0.138075313808
c028439	191	28	163	0	0.146596858639
c037326	120	23	97	0	0.191666666667
c039210	76	4	72	0	0.0526315789474
c044439	102	9	93	0	0.0882352941176
c049614	105	13	92	0	0.12380952381
c018049	107	7	94	6	0.0654205607477
c015558	172	21	151	0	0.122093023256
c000780	1627	181	1446	0	0.111247695144
c015555	482	20	93	369	0.0414937759336
c015557	238	34	204	0	0.142857142857
c015551	111	15	74	22	0.135135135135
c015553	485	69	394	22	0.142268041237
c011648	388	24	217	147	0.0618556701031
c025177	116	6	107	3	0.051724137931
c011645	367	40	320	7	0.108991825613
c011647	603	87	516	0	0.144278606965
c011643	416	46	369	1	0.110576923077
c036093	119	16	103	0	0.134453781513
c036097	114	19	95	0	0.166666666667
c036095	190	24	166	0	0.126315789474
c029869	117	13	104	0	0.111111111111
c000788	1697	219	1478	0	0.129051266942
c029861	192	15	177	0	0.078125
c029864	179	14	165	0	0.0782122905028
c040434	83	9	74	0	0.10843373494
c040436	109	26	83	0	0.238532110092
c040438	91	14	77	0	0.153846153846
c038063	113	12	101	0	0.106194690265
c031771	202	21	181	0	0.10396039604
c035012	152	17	135	0	0.111842105263
c002611m	272	39	233	0	0.143382352941
c014607	219	13	98	108	0.0593607305936
c014605	198	28	170	0	0.141414141414
c014603	87	9	78	0	0.103448275862
c014601	498	52	446	0	0.104417670683
c010516	269	43	226	0	0.159851301115
c010514	657	89	568	0	0.135464231355
c010512	537	58	479	0	0.10800744879
c010510	358	41	317	0	0.114525139665
c005171	682	103	579	0	0.151026392962
c002252	1331	167	1164	0	0.125469571751
c002257	1421	156	1265	0	0.109781843772
c004237	512	67	445	0	0.130859375
c041342	23	2	21	0	0.0869565217391
c006860	183	31	152	0	0.169398907104
c030023	164	32	132	0	0.19512195122
c031395	53	9	44	0	0.169811320755
c028014	108	17	91	0	0.157407407407
c028016	226	31	195	0	0.137168141593
c028010	54	8	46	0	0.148148148148
c028012	162	27	135	0	0.166666666667
c048374	92	20	72	0	0.217391304348
c001484p	596	65	531	0	0.109060402685
c006189	680	81	599	0	0.119117647059
c006187	531	68	457	6	0.128060263653
