contig	numParameters	likelihood
c004649m	18	-9825.379411
c004650	12	-3946.730141
c004660	20	-8723.477357
c004663	16	-3104.288659
c004665	16	-8239.863286
c004666m	22	-3392.287798
c004666p	24	-5061.144453
c004667	22	-3870.366671
c004669	22	-8603.445461
c004671	10	-7120.974307
c004681	18	-3089.802664
c004684m	38	-1621.888989
c004684p	14	-5629.334881
c004685p	22	-2191.072491
c004689	18	-5016.028448
c004691	12	-7959.055886
c004692	18	-6639.587192
c004693	16	-7495.555449
c004694	14	-4447.800444
c004699	10	-5246.151930
c004700	24	-4568.786202
c004701	18	-7155.369459
c004703	10	-5834.703215
c004706	14	-4041.916911
c004708	14	-4045.209149
c004709m	22	-6006.374147
c004709p	32	-3154.863918
c004710	14	-5046.282458
c004716	10	-6929.426958
c004718	14	-4676.198467
c004722	26	-1178.509099
c004723	10	-1273.422273
c004725	18	-8896.664737
c004726	22	-8108.889719
c004728	16	-3885.714129
c004729	10	-5108.426418
c004731	14	-7258.893267
c004732	18	-5566.165938
c004735p	22	-4270.169654
c004740m	18	-6228.964257
c004744p	20	-5744.200437
c004746	14	-3888.388265
c004749	12	-6555.574924
c004752	10	-5715.161374
c004753	14	-2467.410250
c004755	12	-4298.828868
c004756	14	-4319.899002
c004758	12	-6366.345261
c004760	16	-4907.578145
c004763	10	-4197.900967
c004764	16	-3854.919711
c004766	12	-7929.988130
c004767	16	-3432.978488
c004768m	26	-2236.756321
c004770	10	-5619.726179
c004773	14	-4988.144884
c004774	12	-4636.570969
c004777	20	-5465.129377
c004778m	26	-4752.631774
c004783	10	-6190.850128
c004786	12	-4038.498077
c004794m	28	-4402.601825
c004795	16	-8518.762152
c004797	12	-8123.900422
c004799	14	-6258.691052
c004800	18	-4675.242699
c004805	18	-9852.169543
c004810	18	-9987.896866
c004811	10	-7659.523964
c004812	24	-7061.623131
c004818m	32	-2641.787635
c004819	14	-7377.953452
c004821	18	-6275.849853
c004823	16	-7348.299130
c004825	24	-3537.306777
c004827m	20	-4519.172554
c004827p	26	-4871.522245
c004831	22	-11316.091040
c004833	12	-1222.090648
c004835	24	-12253.190661
c004836m	28	-5663.690774
c004836p	14	-3678.440350
c004838	14	-8247.805763
c004839	30	-2113.365502
c004840	16	-8482.057946
c004842	14	-5571.376633
c004843	20	-9616.288414
c004844	22	-3950.862069
c004846p	24	-6047.264855
c004849	18	-6219.055878
c004850	18	-8114.841365
c004851	16	-6268.867938
c004852m	14	-2188.271124
c004854	20	-3457.006815
c004857m	28	-3056.559236
c004857p	32	-6026.392732
c004858	10	-3405.127181
c004859	14	-6812.542199
c004860	18	-6100.063716
c004862	18	-11708.645963
c004863	16	-6736.255589
c004864m	32	-4043.624149
c004865	24	-8397.524888
c004866	10	-5190.887409
c004868	20	-7743.770857
c004870	14	-6473.897917
c004873	16	-5402.759419
c004877	16	-7019.575347
c004881p	16	-4128.476454
c004882m	20	-5769.048795
c004882p	18	-3121.484568
c004883	16	-2825.251292
c004888	14	-3664.980765
c004894	10	-3967.516846
c004895	12	-4267.088976
c004899	16	-5990.181105
c004900	28	-5337.327812
c004901	24	-7338.933981
c004903	16	-3607.396524
c004904	10	-5771.397907
c004905	16	-9758.315818
c004910	20	-3428.081928
c004915m	32	-1966.789108
c004918m	18	-4051.563572
c004920	24	-1563.289242
c004922	20	-6394.594464
c004923	18	-8662.442636
c004924	16	-2810.301690
c004925	10	-6798.581233
c004928m	20	-6519.652077
c004928p	20	-978.079147
c004930	16	-6072.922348
c004931	18	-9546.136006
c004932	24	-3535.457473
c004937	12	-8240.569869
c004940	14	-4864.280377
c004945	20	-6757.754922
c004946	18	-6199.420982
c004947	12	-7531.076954
c004954	18	-4501.698523
c004956	24	-6851.482576
c004960	24	-5587.816006
c004961	14	-6379.571950
c004967	12	-5240.828052
c004968	10	-4461.608844
c004970	16	-7472.779690
c004973	12	-6062.937459
c004975	10	-5294.876453
c004978	18	-7001.228392
c004980	16	-7219.306700
c004985	16	-10349.248526
c004986m	16	-4744.919661
c004986p	16	-2906.211607
c004987	20	-3625.168689
c004990m	30	-1506.419108
c004991	12	-4147.358642
c004992	20	-4806.850837
c004993	22	-10719.914114
c004996	14	-6799.590921
c004997	10	-6823.161788
c005001	16	-5327.021122
c005004m	10	-1569.830305
c005005	12	-8235.584993
c005006	16	-3916.596121
c005007	16	-9998.418269
c005012m	14	-3558.928675
c005014	10	-5442.060761
c005015	12	-7338.476828
c005017p	12	-5887.065720
c005018	14	-5242.164068
c005019	14	-2871.751249
c005021	16	-3165.285331
c005026	28	-8766.805396
c005028	12	-8675.851808
c005029	12	-9374.992249
c005032	12	-4280.886258
c005035	18	-5674.190628
c005036m	16	-3164.692857
c005036p	24	-1432.218825
c005040	18	-6022.759004
c005044	10	-3556.171481
c005046	26	-5846.504129
c005049	12	-4357.680085
c005050	10	-4638.576684
c005051	26	-5003.914643
c005052	10	-2901.909470
c005054	12	-4134.035093
c005055	12	-5006.896392
c005058	28	-5345.132412
c005060	14	-7002.049116
c005061	10	-7358.808508
c005062	16	-8088.668879
c005063	10	-6138.449159
c005067	20	-3253.723648
c005068	20	-6113.184735
c005069m	10	-1856.343660
c005074	18	-6467.717974
c005075	14	-6136.783479
c005077	22	-10126.235045
c005079	28	-5182.127917
c005084p	28	-3688.317587
c005093	14	-6879.572595
c005094	14	-5195.107595
c005095	12	-5313.238318
c005096	12	-4618.155921
c005098	24	-6015.781762
c005099m	24	-2976.243148
c005099p	18	-3995.884014
c005100	12	-5452.327615
c005103	12	-1649.282131
c005105	12	-3667.978741
c005106m	10	-671.662594
c005107	16	-4455.482188
c005109	22	-5956.548421
c005111	16	-7636.394604
c005113	12	-2677.216709
c005114m	16	-3112.606373
c005115	10	-4799.559115
c005119	10	-7424.976495
c005121	28	-7766.787600
c005125	20	-8294.231573
c005126	24	-6859.121032
c005129	10	-6624.020983
c005131p	16	-4171.442542
c005132	16	-2376.979880
c005133	20	-2760.434366
c005135	16	-1673.478363
c005137	10	-5904.165710
c005141	14	-8080.783140
c005142	22	-6157.048273
c005143	20	-8873.954162
c005144	14	-4373.877223
c005145	24	-4242.985193
c005146	32	-4483.492351
c005150	18	-1520.053656
c005151	18	-1543.875919
c005152	12	-5373.642044
c005153	10	-5676.639627
c005154	16	-5364.360334
c005155	16	-11115.395776
c005156	22	-6045.367779
c005158	10	-6882.176725
c005164	20	-6468.700049
c005167	12	-3644.966673
c005169m	12	-914.079391
c005169p	30	-4948.572803
c005170	10	-5052.127709
c005171	10	-4941.503401
c005172	10	-2540.177195
c005173	10	-4759.607978
c005175	26	-3931.529703
c005179	14	-3794.801407
c005180	20	-5751.232022
c005187	12	-3634.083116
c005188	14	-5117.895495
c005189	10	-3354.890921
c005190	22	-6698.926791
c005191	32	-1543.784545
c005193	14	-5523.478115
c005199	26	-9923.888412
c005200	20	-8646.242512
c005203m	30	-4766.082790
c005203p	12	-3736.551979
c005204	12	-2360.814168
c005205m	10	-1557.239619
c005205p	18	-5443.737781
c005206	22	-7124.888762
c005210	12	-3906.569374
c005211	22	-4682.252896
c005216	24	-3331.766900
c005217	14	-2460.629616
c005218	18	-5400.586534
c005221	14	-4468.422715
c005222p	14	-1703.115924
c005225	12	-7992.426148
c005226	26	-6125.655854
c005227	36	-3306.678326
c005229	10	-3314.773560
c005230	12	-3656.556728
c005231	12	-5941.939172
c005232	14	-9393.906985
c005233	14	-5375.756140
c005234m	14	-3780.441361
c005236	16	-5931.489429
c005240	30	-6409.699495
c005241	18	-6204.804660
c005242	12	-8171.461680
c005243m	26	-1967.938793
c005250	16	-3727.908957
c005254	14	-8450.491676
c005256	22	-9624.132097
c005261	12	-6061.295327
c005263	10	-8695.106633
c005270	14	-6961.746096
c005271	12	-6555.529255
c005272	18	-8727.551034
c005273	18	-8405.694778
c005274	14	-1491.655519
c005276	14	-7979.374857
c005277	18	-4306.860955
c005281	28	-2508.757435
c005282	26	-6535.895982
c005284	14	-3941.094949
c005286	10	-4669.594591
c005289	16	-6662.206596
c005296	12	-1645.521186
c005298	18	-6770.487444
c005299	12	-7352.375914
c005302	14	-3501.796768
c005305	14	-2089.058953
c005308	10	-5181.835907
c005311	14	-7578.436750
c005312	18	-6581.185916
c005313	12	-8226.899676
c005315	18	-3470.416148
c005316	14	-4296.000982
c005320	16	-3659.778117
c005323	12	-2245.756349
c005324	10	-4455.312681
c005326	12	-1972.448485
c005329	14	-6964.392855
c005330	10	-4744.535049
c005331	14	-4636.401075
c005332	14	-8391.247853
c005333	16	-3668.914269
c005337	22	-10022.117394
c005339	14	-5500.886431
c005345	16	-9522.633153
c005346	20	-6342.181829
c005354m	24	-5276.131301
c005356	24	-2461.593165
c005358	14	-3302.580753
c005361	22	-6070.982619
c005365	18	-8946.634511
c005367	10	-4410.781252
c005370	10	-7434.321368
c005371	12	-7517.546202
c005372	12	-3270.727131
c005373	10	-3557.487485
c005374	26	-9335.013430
c005375	10	-3740.925195
c005376	12	-2567.503519
c005378	14	-4761.833410
c005379	16	-5797.409465
c005383	32	-5851.272776
c005384	16	-2491.656523
c005386	14	-1697.240800
c005387	12	-3721.029954
c005389	14	-5147.094726
c005391	34	-1634.731632
c005392	16	-5149.985134
c005394	22	-6499.067853
c005400	14	-3807.497999
c005402	10	-3051.786028
c005407	10	-5865.326916
c005410p	20	-3195.054161
c005412	20	-6187.308640
c005415	10	-1123.993710
c005416	12	-2358.309099
c005418	40	-2433.232105
c005420	18	-2985.627197
c005421	12	-2966.182764
c005423	18	-8286.427551
c005424	12	-5874.270453
c005431	18	-9544.093876
c005432	18	-8072.562083
c005434	28	-4098.760851
c005436	10	-2138.389307
c005437	22	-3412.408813
c005438	14	-4146.796775
c005439	24	-5992.789668
c005440	20	-7570.407803
c005444	18	-6378.586126
c005445	12	-5265.437409
c005447	12	-2360.817921
c005448	12	-6017.460480
c005449	22	-6339.192834
c005451	14	-5761.961489
c005454	12	-1900.506541
c005455	18	-5315.437417
c005456	18	-4337.112058
c005457	14	-4578.604352
c005459	14	-8020.559066
c005461	22	-5016.134306
c005462	18	-8790.985365
c005463	10	-5182.833348
c005465m	26	-3364.119966
c005465p	14	-6722.641685
c005468	14	-3695.584109
c005471	18	-5911.462977
c005472	22	-4226.316690
c005473	16	-2984.115481
c005474p	14	-2324.228764
c005475	18	-5423.711540
c005477m	22	-2328.619968
c005478	14	-798.595577
c005481	10	-5109.116513
c005483	20	-9656.629672
c005484m	10	-1680.587755
c005486	16	-924.580610
c005489	12	-7429.059046
c005490	18	-2267.407136
c005492	16	-4194.186716
c005493	10	-2436.554394
c005495	12	-4364.970471
c005497	14	-4160.165748
c005498	14	-5549.653718
c005499	16	-6004.939579
c005502	14	-3559.655989
c005503	14	-2550.766587
c005506	12	-4091.106572
c005507m	38	-988.705015
c005509	12	-3503.446884
c005510	18	-5670.870717
c005511	14	-9964.427572
c005515	20	-4359.099883
c005518p	26	-1713.867895
c005519	10	-1666.386954
c005524	12	-2829.546037
c005526	16	-6150.465032
c005527p	10	-2879.158977
c005528	20	-10153.690041
c005530	28	-3036.811883
c005533	10	-2953.548647
c005537	26	-7144.096974
c005539	16	-3625.643840
c005540	26	-3610.411161
c005544	12	-5573.219292
c005545	12	-5240.316375
c005547	16	-2073.295757
c005548	30	-4303.467638
c005551	10	-2029.048786
c005552	14	-2867.120162
c005553m	36	-3770.354400
c005553p	24	-2545.783497
c005558	14	-1955.070179
c005563	12	-4498.238690
c005564	10	-7268.652064
c005567	20	-5557.651381
c005570m	30	-3124.211528
c005573	24	-12122.874670
c005575	16	-7342.534545
c005578	12	-9982.738987
c005579	22	-5684.869237
c005580m	26	-3641.661937
c005580p	10	-1534.262333
c005582	18	-7283.519799
c005584	26	-2392.482110
c005585m	10	-2530.173477
c005585p	32	-3488.221106
c005587m	10	-3414.212603
c005588	28	-2600.545899
c005590	12	-4808.444461
c005596	18	-3041.315273
c005597	14	-4765.186660
c005599	16	-7128.659088
c005600p	28	-3509.500680
c005601	16	-4839.536342
c005602	22	-3288.215389
c005606	20	-3748.785872
c005607p	10	-1068.361175
c005609	12	-6832.023919
c005610	10	-5203.133416
c005613	16	-6571.846123
c005615	14	-6899.580454
c005616	10	-4343.283317
c005617	20	-7018.561251
c005620	16	-3346.177388
c005621	16	-6767.972485
c005625	16	-4626.230165
c005626	22	-7362.372431
c005632	22	-4034.565965
c005637	16	-4798.551191
c005638m	38	-1879.943585
c005642	18	-5740.830167
c005644	16	-5717.118988
c005645	10	-6727.107880
c005646	20	-4670.422682
c005648	20	-7098.127083
c005649m	10	-2595.565098
c005649p	20	-4034.511557
c005650	14	-3872.449143
c005654	14	-5582.194164
c005655	12	-4566.908526
c005657	12	-7876.335997
c005661	20	-3861.663611
c005664	20	-6876.389473
c005665	26	-4839.172212
c005670	20	-4930.156399
c005671m	22	-4791.827232
c005671p	26	-4967.906062
c005679	14	-3695.089323
c005683	12	-5726.872389
c005685	10	-2150.051928
c005690	22	-3793.709094
c005691	14	-6061.415797
c005692	14	-4269.793787
c005693m	30	-7996.015728
c005693p	34	-6263.471744
c005694m	22	-1524.950315
c005694p	22	-5851.181865
c005696p	34	-1539.702802
c005699	10	-4441.638536
c005703	20	-4717.377575
c005704	12	-6964.385461
c005708	14	-4960.868117
c005710	14	-5785.984630
c005712	16	-3197.065440
c005716	14	-5508.081472
c005721	24	-3421.991157
c005726	24	-6094.192534
c005727	14	-6809.137013
c005729	16	-7496.591825
c005731	26	-5148.453159
c005733	22	-8923.901970
c005736	20	-5216.994165
c005738	14	-3285.660269
c005741	28	-4294.222348
c005743	32	-5405.728314
c005745	12	-7996.618646
c005748	10	-2808.946242
c005749	16	-1902.350030
c005750	10	-3160.845577
c005752	14	-8570.420366
c005754	12	-9720.751654
c005755	24	-1183.787849
c005757	12	-2788.574811
c005759m	24	-2645.965555
c005764	28	-2602.571448
c005765	10	-3327.819277
c005767	18	-7405.962765
c005768	20	-7444.559017
c005769	14	-2147.715865
c005775	22	-5391.963809
c005777	18	-7857.899416
c005779	16	-7343.086153
c005780	12	-6932.843499
c005781	24	-4206.064700
c005788m	20	-2582.846435
c005790	12	-7555.266849
c005791	10	-4469.788457
c005793	16	-8768.631926
c005795	24	-6467.937589
c005797	14	-5982.087275
c005799	34	-1965.854965
c005800	16	-9238.687757
c005801	18	-5669.346386
c005802	12	-1722.333723
c005803	14	-4401.993611
c005807	16	-7028.097000
c005808	26	-5097.104460
c005809	20	-7942.128571
c005810	18	-7352.926440
c005812	16	-5477.070916
c005813	18	-4670.723451
c005815	16	-3266.855820
c005816	14	-7023.466752
c005818	18	-3258.207154
c005823p	14	-3150.656840
c005824	10	-3527.588185
c005825	14	-6550.404017
c005826	16	-6172.382176
c005827	16	-7982.979148
c005829	12	-6949.070125
c005831	24	-5601.350715
c005832	24	-3864.304880
c005833m	26	-1163.328119
c005833p	20	-1186.479046
c005834m	38	-1686.965670
c005834p	12	-6020.601235
c005836	34	-3732.916728
c005840	16	-3966.847847
c005844	12	-3970.672918
c005847	12	-5919.710359
c005850	10	-3947.838607
c005851	16	-6896.436984
c005852p	12	-1993.050394
c005860	16	-5007.058773
c005861	14	-3548.209318
c005862	10	-1897.229742
c005864m	10	-1837.343009
c005864p	14	-2274.828964
c005865	32	-3975.336075
c005866	14	-6670.750246
c005867	20	-4755.835897
c005870	18	-3029.962782
c005871	16	-3177.037469
c005872	10	-2135.541036
c005876	24	-10938.007448
c005877	12	-2832.230934
c005878	18	-7881.448638
c005879	22	-7904.585936
c005882	14	-7045.418264
c005883	12	-6765.303039
c005894	18	-3617.926648
c005895	18	-6836.255419
c005898m	28	-1306.731491
c005900m	14	-1155.064569
c005900p	26	-1982.174512
c005902	12	-4266.850748
c005905	20	-7839.660370
c005906	12	-5219.860609
c005912	18	-3605.677063
c005916	20	-2759.820208
c005918	12	-4794.695837
c005919m	20	-6002.832228
c005919p	36	-2092.378802
c005922	14	-4683.413888
c005923	20	-5984.142560
c005935	22	-3434.121526
c005938	14	-5302.001742
c005939	24	-3351.496209
c005943	20	-4928.560510
c005944	12	-3974.950719
c005946p	12	-2782.966069
c005948	12	-3781.856917
c005949	18	-4767.266141
c005951	18	-10557.220651
c005952	16	-9398.450054
c005954	16	-6171.504188
c005955	14	-3560.805492
c005956	16	-9042.338129
c005957m	10	-1862.858739
c005957p	10	-1151.439143
c005959	14	-5142.122737
c005961	10	-2367.862606
c005963	26	-7850.060067
c005964	14	-5181.773221
c005965	18	-4482.100723
c005966	16	-5285.356969
c005967	24	-6841.913706
c005969	12	-3165.582952
c005970	14	-5632.811859
c005971	22	-1770.128488
c005972	18	-8889.600663
c005977	10	-4207.508866
c005978	10	-6109.818808
c005979	16	-9086.290470
c005980	10	-1752.230986
c005982	32	-3079.581601
c005984	10	-4638.991004
c005990	26	-6154.083352
c005991	20	-6783.302150
c005992	24	-5416.483183
c005993	16	-2832.851637
c005994	16	-3872.123818
c005995m	12	-3056.781943
c005996	12	-1794.108727
c005997	30	-5424.565036
c005999	20	-7723.696492
c006000	24	-10307.637463
c006002	18	-5130.178535
c006006	12	-3742.181563
c006007p	36	-4396.768218
c006008	20	-6271.378035
c006010	10	-4095.029928
c006011	12	-6893.924307
c006014	18	-10115.654884
c006015	12	-4263.725397
c006016	16	-5068.828551
c006017	12	-6215.882858
c006018	14	-5054.702473
c006020	12	-5167.812877
c006021	18	-5588.268768
c006022	22	-5846.219156
c006026	20	-4952.664495
c006030m	20	-4647.638116
c006030p	12	-3308.017292
c006032	14	-9779.796564
c006036	14	-6516.277224
c006037	16	-8614.076286
c006038	18	-7404.515910
c006041	14	-4729.819089
c006043	16	-6391.423139
c006044	16	-7321.033340
c006047	18	-5820.285261
c006048	18	-4703.478588
c006049	16	-9454.724628
c006051	12	-4898.273579
c006052	20	-3971.898844
c006054m	22	-4087.874302
c006054p	24	-1941.658531
c006057	12	-4983.699083
c006060	10	-3773.947636
c006065	20	-6225.914501
c006067	10	-4275.885500
c006068	10	-3216.333131
c006070	16	-3450.864797
c006076	20	-5541.256532
c006077	12	-3052.683968
c006078	12	-5550.668834
c006079	16	-5403.979198
c006081	10	-5712.966739
c006082	14	-7726.560967
c006087	12	-4246.771073
c006090	10	-1345.964739
c006091	18	-4022.707952
c006092p	18	-2339.310264
c006096	10	-2075.674341
c006100	14	-3715.565700
c006104	30	-4693.300937
c006106	18	-3943.107651
c006108	10	-6325.856663
c006111	14	-5219.574878
c006112	16	-4275.610913
c006115	16	-5635.393996
c006116	28	-1974.441975
c006117	28	-7280.186653
c006118	28	-8334.002120
c006121	14	-5521.963660
c006125	12	-8275.559783
c006128	12	-4639.761837
c006129p	12	-1851.151271
c006131	12	-3416.280334
c006133	24	-1585.888402
c006135	14	-6308.395474
c006137	22	-5944.280958
c006143	20	-6347.659640
c006145	16	-6567.348657
c006146	12	-6626.796973
c006147	14	-2673.196418
c006149	14	-5047.072143
c006151	20	-3961.680664
c006153m	16	-3465.268306
c006154	28	-3591.535491
c006155	26	-5166.283140
c006156	12	-3208.029287
c006157	20	-4747.256694
c006158m	22	-6729.650154
c006163	12	-2818.525055
c006166	12	-3363.035002
c006167	10	-4121.401596
c006168	10	-5042.482571
c006169	18	-4269.808500
c006173	16	-10388.239861
c006176	10	-1929.176847
c006177	12	-6616.091242
c006180	16	-5886.149947
c006181	22	-5721.201826
c006182	22	-5840.232433
c006184m	24	-5746.613245
c006184p	34	-1763.091142
c006186	14	-4763.009627
c006187	12	-3379.525968
c006188	12	-2979.351158
c006189	18	-8614.905281
c006191	20	-9846.775994
c006192	24	-1730.057144
c006194	16	-7012.492295
c006199	18	-7200.968446
c006200	20	-6109.050235
c006202	18	-4615.580253
c006203m	10	-819.640727
c006203p	32	-6295.322999
c006206	16	-3359.280067
c006207	16	-7431.147335
c006209	26	-5889.995219
c006210	12	-10137.707711
c006212	18	-3984.770798
c006215	20	-5720.249345
c006217	14	-7846.729069
c006219	14	-7582.665227
c006223	22	-4557.295610
c006224	16	-5785.795089
c006229	20	-3829.094293
c006231	14	-3788.994813
c006232	22	-5402.108680
c006236	16	-5702.518139
c006237	22	-8410.753816
c006239	16	-7096.483872
c006240	14	-5001.186602
c006241	20	-7847.817862
c006244	20	-2621.678821
c006245	14	-2487.479176
c006247	18	-4122.063645
c006248m	22	-8370.711018
c006248p	30	-1384.372692
c006250	16	-5600.794310
c006251	22	-4925.677351
c006252	14	-6605.554493
c006253	12	-4619.369764
c006255	10	-2762.689597
c006256	26	-5623.200427
c006257	12	-3126.444716
c006258	10	-2602.970677
c006260	20	-8113.865499
c006261	36	-1827.594187
c006262	22	-5730.523915
c006265	10	-2927.969957
c006266	12	-4467.791807
c006269	10	-1417.812365
c006270	22	-5861.902550
c006272	10	-2699.452514
c006274	14	-5192.665157
c006279	24	-3430.195815
c006283	16	-4078.593623
c006285	12	-2313.603014
c006287	14	-5862.068502
c006288	18	-5486.101257
c006289	22	-1534.547790
c006290	22	-6555.885944
c006293	32	-4036.406616
c006296p	16	-4711.526387
c006301	12	-3962.503963
c006303	20	-6715.671567
c006304	20	-3667.321324
c006307	10	-1273.213584
c006308	12	-3519.686497
c006309	12	-5338.699664
c006313	10	-3131.269448
c006317	28	-6454.511304
c006319	20	-9691.625940
c006321	10	-4840.820709
c006325	22	-11015.506390
c006327	14	-5473.839488
c006329	18	-7421.146676
c006332m	28	-1125.420091
c006333	28	-13046.345696
c006337m	18	-3030.204328
c006338	14	-8530.424593
c006340	14	-4340.552174
c006342	10	-3731.582960
c006348	10	-3455.086251
c006351	12	-3413.935717
c006353	26	-4976.402462
c006356	12	-3913.939128
c006357	12	-5931.815741
c006359	14	-3863.534287
c006368	10	-906.985168
c006369	10	-2473.952145
c006370	14	-6045.335997
c006372	22	-6904.541994
c006374	14	-3300.066015
c006377	10	-5368.750720
c006378	16	-2551.750024
c006379	12	-4550.167638
c006382	16	-5052.688200
c006387	32	-4860.350188
c006391	14	-7703.003702
c006397	20	-4762.605496
c006398	16	-12454.216370
c006404	18	-6278.201759
c006405	10	-6112.896898
c006406	14	-6138.022105
c006408	14	-4620.632095
c006410m	26	-2779.872348
c006410p	12	-2843.115631
c006411	16	-2900.714186
c006417	12	-3289.261971
c006418	20	-7994.772863
c006420	30	-1306.170100
c006423	12	-4318.297685
c006426	16	-5064.833402
c006427	28	-3398.049869
c006430	16	-7022.755955
c006431	12	-4314.458281
c006432	16	-6586.336802
c006433	26	-3376.752117
c006435	10	-2580.796681
c006437	12	-8116.234288
c006438	14	-5557.716435
c006440	36	-3844.229078
c006442	12	-5323.636858
c006444	28	-4127.476096
c006449	28	-6087.824036
c006451	14	-5581.827266
c006453	16	-5684.278526
c006454	10	-4980.978923
c006455	24	-6143.748009
c006457	12	-2498.349335
c006458	10	-5548.219574
c006460	18	-6876.654707
c006461	24	-7558.668625
c006463	16	-479.560983
c006464	16	-5749.617992
c006465	28	-3702.205730
c006468	16	-3395.584608
c006470	22	-6428.069274
c006471	12	-7328.355486
c006472	20	-4193.693526
c006474	32	-4009.611444
c006475	12	-2349.166883
c006476	10	-3488.249587
c006479	12	-4331.142877
c006481	24	-7692.230231
c006482	12	-6083.902806
c006485	18	-8204.357662
c006486	20	-2854.437290
c006489	12	-6717.432713
c006490	22	-7416.141608
c006491	18	-2382.285114
c006492	22	-5392.303076
c006494	24	-6126.091569
c006497m	18	-2871.830277
c006497p	16	-2190.831461
c006501	40	-3114.019457
c006503m	18	-4844.280461
c006503p	16	-2278.131679
c006505	26	-7794.321627
c006506	10	-3796.899982
c006509	18	-4445.457894
c006510	12	-5575.915381
c006512p	24	-4078.796335
c006514m	10	-2010.992437
c006523	14	-7286.730930
c006524	18	-2908.367658
c006525	30	-4400.714100
c006527	26	-5469.036896
c006528m	16	-6035.151008
c006533	20	-6333.595463
c006535p	26	-6431.085034
c006536	20	-2129.224830
c006539	16	-5080.472587
c006540	18	-5956.307363
c006541	18	-2233.401304
c006542	14	-5377.343624
c006544m	14	-1818.947910
c006544p	12	-1850.836004
c006546	20	-3967.597103
c006549	12	-7322.597160
c006552	10	-3080.794269
c006555	24	-6036.589113
c006559	10	-6288.315834
c006561	12	-5240.852062
c006564	14	-5381.821245
c006568	20	-3838.022715
c006569	26	-8749.301656
c006571m	24	-3680.725518
c006574	24	-4230.315524
c006577	12	-3587.704341
c006579	22	-4628.650590
c006580	26	-4144.716050
c006584	14	-3491.251478
c006591	36	-4901.677508
c006592	12	-6730.215215
c006593	14	-4691.153076
c006599	10	-3089.696655
c006602	14	-1928.921188
c006603m	22	-1562.741779
c006603p	14	-2937.339301
c006604	16	-2955.632205
c006605	22	-3898.278831
c006606	26	-2901.803284
c006617	10	-3286.276138
c006619	10	-3982.111775
c006620	12	-974.975417
c006626m	10	-2430.259335
c006628	10	-6206.118420
c006629	20	-8061.067363
c006630	12	-2944.352233
c006632	20	-6716.083507
c006637	16	-7513.586715
c006640	28	-9547.782147
c006641	18	-4158.566127
c006642	16	-5034.827665
c006643	18	-1696.224388
c006646	14	-5573.859171
c006650	10	-6258.437310
c006653	16	-3363.695830
c006656	12	-6588.545923
c006657	22	-7330.434955
c006666	12	-2496.508666
c006667	12	-4633.266937
c006668	12	-8961.278332
c006670	30	-6398.758091
c006673	16	-3671.187251
c006675	34	-5888.761061
c006676m	20	-2998.567567
c006676p	20	-2587.584487
c006691	12	-4876.135428
c006694	20	-3854.342735
c006696	22	-9181.949314
c006699	22	-1802.644670
c006701	30	-7378.451178
c006702	22	-5022.379111
c006703	12	-774.589714
c006704	14	-6864.875565
c006714	10	-5691.281497
c006716	24	-2131.486774
c006719	10	-1649.664950
c006724	26	-6041.998007
c006728	16	-7217.076957
c006730	24	-6091.245598
c006733	16	-5454.377856
c006735	10	-786.615055
c006737	10	-5717.409564
c006738	16	-5455.833079
c006740	20	-9166.911386
c006742	14	-5691.234890
c006745	24	-5589.304652
c006748	16	-1739.786753
c006750	32	-3135.473785
c006753	26	-4610.719222
c006757	32	-2127.450996
c006758m	30	-4913.635937
c006758p	28	-1880.852093
c006759	18	-5837.010920
c006762	14	-3138.321643
c006764m	10	-916.909168
c006765	16	-3897.969862
c006767p	26	-4787.773050
c006768	18	-9732.908055
c006770	12	-7083.968923
c006771	16	-8288.336210
c006773	20	-4705.510400
c006776	12	-9283.747036
c006779	14	-4667.798321
c006780	22	-5617.144077
c006781	16	-6491.492386
c006782	14	-3464.575532
c006783	12	-5865.595382
c006785	20	-8635.893229
c006786	16	-4519.483368
c006787	14	-2768.524690
c006788	20	-2941.054945
c006789	12	-6595.201304
c006790	18	-7329.222834
c006792	14	-5593.862319
c006793	26	-8136.684662
c006794	16	-4646.485218
c006795	10	-4179.771801
c006797	14	-3997.613262
c006804	26	-2639.623097
c006807	30	-3323.047999
c006808p	26	-2678.808355
c006809	20	-5508.326717
c006814m	12	-3798.890823
c006816	16	-6285.819163
c006818	16	-4171.421308
c006820	20	-2061.981657
c006821	22	-4093.290940
c006823	20	-9430.200108
c006825	26	-4445.505653
c006827	16	-4827.154832
c006830	12	-4782.116786
c006832	16	-8487.955888
c006833	26	-8936.628688
c006834	20	-5741.674872
c006839	26	-6605.319685
c006843	16	-8074.669253
c006845	12	-5979.034082
c006846	18	-3185.706886
c006847	10	-5214.229261
c006850	12	-6212.940613
c006855m	12	-2297.287081
c006855p	12	-2392.545559
c006856	18	-5817.036132
c006857	30	-4372.939429
c006858	18	-6202.370266
c006859	16	-1455.094197
c006860	22	-2576.527483
c006861	18	-2873.497163
c006865	12	-4959.032875
c006866	30	-3865.944897
c006867	38	-3930.270158
c006869	10	-4197.380657
c006870	14	-6521.893060
c006871	24	-3835.531370
c006872m	16	-2320.965078
c006873	14	-7844.163866
c006874	16	-5482.330155
c006875	26	-4993.861428
c006879	12	-4768.279582
c006882	24	-9983.213238
c006883	10	-1839.391219
